id,manufacturer,dtc,description
1264,generic,P0176,Fuel Composition Sensor Circuit Malfunction
1265,generic,P0177,Fuel Composition Sensor Circuit Range/Performance
1266,generic,P0178,Fuel Composition Sensor Circuit Low Input
1267,generic,P0179,Fuel Composition Sensor Circuit High Input
1268,generic,P0180,Fuel Temperature Sensor A Circuit Malfunction
1269,generic,P0181,Fuel Temperature Sensor A Circuit Range/Performance
1270,generic,P0182,Fuel Temperature Sensor A Circuit Low Input
1271,generic,P0183,Fuel Temperature Sensor A Circuit High Input
1272,generic,P0184,Fuel Temperature Sensor A Circuit Intermittent
1273,generic,P0185,Fuel Temperature Sensor B Circuit Malfunction
1274,generic,P0186,Fuel Temperature Sensor B Circuit Range/Performance
1275,generic,P0187,Fuel Temperature Sensor B Circuit Low Input
1276,generic,P0188,Fuel Temperature Sensor B Circuit High Input
1277,generic,P0189,Fuel Temperature Sensor B Circuit Intermittent
1278,generic,P0190,Fuel Rail Pressure Sensor Circuit Malfunction
1279,generic,P0191,Fuel Rail Pressure Sensor Circuit Range/Performance
1280,generic,P0192,Fuel Rail Pressure Sensor Circuit Low Input
1281,generic,P0193,Fuel Rail Pressure Sensor Circuit High Input
1282,generic,P0194,Fuel Rail Pressure Sensor Circuit Intermittent
1283,generic,P0195,Engine Oil Temperature Sensor Malfunction
1284,generic,P0196,Engine Oil Temperature Sensor Range/Performance
1285,generic,P0197,Engine Oil Temperature Sensor Low
1286,generic,P0198,Engine Oil Temperature Sensor High
1287,generic,P0199,Engine Oil Temperature Sensor Intermittent
1288,generic,P0200,Injector Circuit Malfunction
1289,generic,P0201,Injector Circuit Malfunction - Cylinder 1
1290,generic,P0202,Injector Circuit Malfunction - Cylinder 2
1291,generic,P0203,Injector Circuit Malfunction - Cylinder 3
1292,generic,P0204,Injector Circuit Malfunction - Cylinder 4
1293,generic,P0205,Injector Circuit Malfunction - Cylinder 5
1294,generic,P0206,Injector Circuit Malfunction - Cylinder 6
1295,generic,P0207,Injector Circuit Malfunction - Cylinder 7
1296,generic,P0208,Injector Circuit Malfunction - Cylinder 8
1297,generic,P0209,Injector Circuit Malfunction - Cylinder 9
1298,generic,P0210,Injector Circuit Malfunction - Cylinder 10
1299,generic,P0211,Injector Circuit Malfunction - Cylinder 11
1300,generic,P0212,Injector Circuit Malfunction - Cylinder 12
1301,generic,P0213,Cold Start Injector 1 Malfunction
1302,generic,P0214,Cold Start Injector 2 Malfunction
1303,generic,P0215,Engine Shutoff Solenoid Malfunction
1304,generic,P0216,Injection Timing Control Circuit Malfunction
1305,generic,P0217,Engine Overtemp Condition
1306,generic,P0218,Transmission Over Temperature Condition
1307,generic,P0219,Engine Overspeed Condition
1308,generic,P0220,Throttle/Petal Position Sensor/Switch B Circuit Malfunction
1309,generic,P0221,Throttle/Petal Position Sensor/Switch B Circuit Range/Performance Problem
1310,generic,P0222,Throttle/Petal Position Sensor/Switch B Circuit Low Input
1311,generic,P0223,Throttle/Petal Position Sensor/Switch B Circuit High Input
1312,generic,P0224,Throttle/Petal Position Sensor/Switch B Circuit Intermittent
1313,generic,P0225,Throttle/Petal Position Sensor/Switch C Circuit Malfunction
1314,generic,P0226,Throttle/Petal Position Sensor/Switch C Circuit Range/Performance Problem
1315,generic,P0227,Throttle/Petal Position Sensor/Switch C Circuit Low Input
1316,generic,P0228,Throttle/Petal Position Sensor/Switch C Circuit High Input
1317,generic,P0229,Throttle/Petal Position Sensor/Switch C Circuit Intermittent
1318,generic,P0230,Fuel Pump Primary Circuit Malfunction
1319,generic,P0231,Fuel Pump Secondary Circuit Low
1320,generic,P0232,Fuel Pump Secondary Circuit High
1321,generic,P0233,Fuel Pump Secondary Circuit Intermittent
1322,generic,P0234,Engine Overboost Condition
1323,generic,P0235,Turbocharger Boost Sensor A Circuit Malfunction
1324,generic,P0236,Turbocharger Boost Sensor A Circuit Range/Performance
1325,generic,P0237,Turbocharger Boost Sensor A Circuit Low
1326,generic,P0238,Turbocharger Boost Sensor A Circuit High
1327,generic,P0239,Turbocharger Boost Sensor B Malfunction
1328,generic,P0240,Turbocharger Boost Sensor B Circuit Range/Performance
1329,generic,P0241,Turbocharger Boost Sensor B Circuit Low
1330,generic,P0242,Turbocharger Boost Sensor B Circuit High
1331,generic,P0243,Turbocharger Wastegate Solenoid A Malfunction
1332,generic,P0244,Turbocharger Wastegate Solenoid A Range/Performance
1333,generic,P0245,Turbocharger Wastegate Solenoid A Low
1334,generic,P0246,Turbocharger Wastegate Solenoid A High
1335,generic,P0247,Turbocharger Wastegate Solenoid B Malfunction
1336,generic,P0248,Turbocharger Wastegate Solenoid B Range/Performance
1337,generic,P0249,Turbocharger Wastegate Solenoid B Low
1338,generic,P0250,Turbocharger Wastegate Solenoid B High
1339,generic,P0251,"Injection Pump Fuel Metering Control ""A"" Malfunction (Cam/Rotor/Injector)"
1340,generic,P0252,"Injection Pump Fuel Metering Control ""A"" Range/Performance (Cam/Rotor/Injector)"
1341,generic,P0253,"Injection Pump Fuel Metering Control ""A"" Low (Cam/Rotor/Injector)"
1342,generic,P0254,"Injection Pump Fuel Metering Control ""A"" High (Cam/Rotor/Injector)"
1343,generic,P0255,"Injection Pump Fuel Metering Control ""A"" Intermittent (Cam/Rotor/Injector)"
1344,generic,P0256,"Injection Pump Fuel Metering Control ""B"" Malfunction (Cam/Rotor/Injector)"
1345,generic,P0257,"Injection Pump Fuel Metering Control ""B"" Range/Performance Injector)"
1346,generic,P0258,"Injection Pump Fuel Metering Control ""B"" Low (Cam/R"
1347,generic,P0259,"Injection Pump Fuel Metering Control ""B"" High (Cam/R"
1348,generic,P0260,"Injection Pump Fuel Metering Control ""B"" Intermittent Injector)"
1349,generic,P0261,Cylinder I Injector Circuit Low
1350,generic,P0262,Cylinder I Injector Circuit High
1351,generic,P0263,Cylinder I Contribution/Balance Fault
1352,generic,P0264,Cylinder 2 Injector Circuit Low
1353,generic,P0265,Cylinder 2 Injector Circuit High
1354,generic,P0266,Cylinder 2 Contribution/Balance Fault
1355,generic,P0267,Cylinder 3 Injector Circuit Low
1356,generic,P0268,Cylinder 3 Injector Circuit High
1357,generic,P0269,Cylinder 3 Contribution/Balance Fault
1358,generic,P0270,Cylinder 4 Injector Circuit Low
1359,generic,P0271,Cylinder 4 Injector Circuit High
1360,generic,P0272,Cylinder 4 Contribution/Balance Fault
1361,generic,P0273,Cylinder 5 Injector Circuit Low
1362,generic,P0274,Cylinder 5 Injector Circuit High
1363,generic,P0275,Cylinder S Contribution/Balance Fault
1364,generic,P0276,Cylinder 6 Injector Circuit Low
1365,generic,P0277,Cylinder 6 Injector Circuit High
1366,generic,P0278,Cylinder 6 Contribution/Balance Fault
1367,generic,P0279,Cylinder 7 Injector Circuit Low
1368,generic,P0280,Cylinder 7 Injector Circuit High
1369,generic,P0281,Cylinder 7 Contribution/Balance Fault
1370,generic,P0282,Cylinder 8 Injector Circuit Low
1371,generic,P0283,Cylinder 8 Injector Circuit High
1372,generic,P0284,Cylinder 8 Contribution/Balance Fault
1373,generic,P0285,Cylinder 9 Injector Circuit Low
1374,generic,P0286,Cylinder 9 Injector Circuit High
1375,generic,P0287,Cylinder 9 Contribution/Balance Fault
1376,generic,P0288,Cylinder 10 Injector Circuit Low
1377,generic,P0289,Cylinder 10 Injector Circuit High
1378,generic,P0290,Cylinder 10 Contribution/Balance Fault
1379,generic,P0291,Cylinder 11 Injector Circuit Low
1380,generic,P0292,Cylinder 11 Injector Circuit High
1381,generic,P0293,Cylinder 11 Contribution/Balance Fault
1382,generic,P0294,Cylinder 12 Injector Circuit Low
1383,generic,P0295,Cylinder 12 Injector Circuit High
1384,generic,P0296,Cylinder 12 Contribution/Range Fault
1385,generic,P0300,Random/Multiple Cylinder Misfire Detected
1386,generic,P0301,Cylinder 1 Misfire Detected
1387,generic,P0302,Cylinder 2 Misfire Detected
1388,generic,P0303,Cylinder 3 Misfire Detected
1389,generic,P0304,Cylinder 4 Misfire Detected
1390,generic,P0305,Cylinder 5 Misfire Detected
1391,generic,P0306,Cylinder 6 Misfire Detected
1392,generic,P0307,Cylinder 7 Misfire Detected
1393,generic,P0308,Cylinder 8 Misfire Detected
1394,generic,P0309,Cylinder 9 Misfire Detected
1395,generic,P0311,Cylinder 11 Misfire Detected
1396,generic,P0312,Cylinder 12 Misfire Detected
1397,generic,P0320,Ignition/Distributor Engine Speed Input Circuit Malfunction
1398,generic,P0321,Ignition/Distributor Engine Speed Input Circuit Range/Performance
1399,generic,P0322,Ignition/Distributor Engine Speed Input Circuit No Signal
1400,generic,P0323,Ignition/Distributor Engine Speed Input Circuit Intermittent
1401,generic,P0325,Knock Sensor 1 Circuit Malfunction (Bank I or Single Sensor)
1402,generic,P0326,Knock Sensor 1 Circuit Range/Performance (Bank 1 or Single Sensor)
1403,generic,P0327,Knock Sensor 1 Circuit Low Input (Bank I or Single Sensor)
1404,generic,P0328,Knock Sensor 1 Circuit High Input (Bank I or Single Sensor)
1405,generic,P0329,Knock Sensor 1 Circuit Intermittent (Bank 1 or Single Sensor)
1406,generic,P0330,Knock Sensor 2 Circuit Malfunction (Bank 2)
1407,generic,P0331,Knock Sensor 2 Circuit Range/Performance (Bank 2)
1408,generic,P0332,Knock Sensor 2 Circuit Low Input (Bank 2)
1409,generic,P0333,Knock Sensor 2 Circuit High Input (Bank 2)
1410,generic,P0334,Knock Sensor 2 Circuit Intermittent (Bank 2)
1411,generic,P0335,Crankshaft Position Sensor A Circuit Malfunction
1412,generic,P0336,Crankshaft Position Sensor A Circuit Range/Performance
1413,generic,P0337,Crankshaft Position Sensor A Circuit Low Input
1414,generic,P0338,Crankshaft Position Sensor A Circuit High Input
1415,generic,P0339,Crankshaft Position Sensor A Circuit Intermittent
1416,generic,P0340,Camshaft Position Sensor Circuit Malfunction
1417,generic,P0341,Camshaft Position Sensor Circuit Range/Performance
1418,generic,P0342,Camshaft Position Sensor Circuit Low Input
1419,generic,P0343,Camshaft Position Sensor Circuit High Input
1420,generic,P0344,Camshaft Position Sensor Circuit Intermittent
1421,generic,P0350,Ignition Coil Primary/Secondary Circuit Malfunction
1422,generic,P0351,Ignition Coil A Primary/Secondary Circuit Malfunction
1423,generic,P0352,Ignition Coil B Primary/Secondary Circuit Malfunction
1424,generic,P0353,Ignition Coil C Primary/Secondary Circuit Malfunction
1425,generic,P0354,Ignition Coil D Primary/Secondary Circuit Malfunction
1426,generic,P0355,Ignition Coil E Primary/Secondary Circuit Malfunction
1427,generic,P0356,Ignition Coil F Primary/Secondary Circuit Malfunction
1428,generic,P0357,Ignition Coil G Primary/Secondary Circuit Malfunction
1429,generic,P0358,Ignition Coil H Primary/Secondary Circuit Malfunction
1430,generic,P0359,Ignition Coil I Primary/Secondary Circuit Malfunction
1431,generic,P0360,Ignition Coil J Primary/Secondary Circuit Malfunction
1432,generic,P0361,Ignition Coil K Primary/Secondary Circuit Malfunction
1433,generic,P0362,Ignition Coil L Primary/Secondary Circuit Malfunction
1434,generic,P0370,Timing Reference High Resolution Signal A Malfunction
1435,generic,P0371,Timing Reference High Resolution Signal A Too Many Pulses
1436,generic,P0372,Timing Reference High Resolution Signal A Too Few Pulses
1437,generic,P0373,Timing Reference High Resolution Signal A Intermittent/Erratic Pulses
1438,generic,P0374,Timing Reference High Resolution Signal A No Pulses
1439,generic,P0375,Timing Reference High Resolution Signal B Malfunction
1440,generic,P0376,Timing Reference High Resolution Signal B Too Many Pulses
1441,generic,P0377,Timing Reference High Resolution Signal B Too Few Pulses
1442,generic,P0378,Timing Reference High Resolution Signal B Intermittent/Erratic Pulses
1443,generic,P0379,Timing Reference High Resolution Signal B No Pulses
1444,generic,P0380,"Glow Plug/Heater Circuit ""A"" Malfunction"
1445,generic,P0381,Glow Plug/Heater Indicator Circuit Malfunction
1446,generic,P0382,Exhaust Gas Recirculation Flow Malfunction
1447,generic,P0385,Crankshaft Position Sensor B Circuit Malfunction
1448,generic,P0386,Crankshaft Position Sensor B Circuit Range/Performance
1449,generic,P0387,Crankshaft Position Sensor B Circuit Low Input
1450,generic,P0388,Crankshaft Position Sensor B Circuit High Input
1451,generic,P0389,Crankshaft Position Sensor B Circuit Intermittent
1452,generic,P0400,Exhaust Gas Recirculation Flow Malfunction
1453,generic,P0401,Exhaust Gas Recirculation Flow Insufficient Detected
1454,generic,P0402,Exhaust Gas Recirculation Flow Excessive Detected
1455,generic,P0403,Exhaust Gas Recirculation Circuit Malfunction
1456,generic,P0404,Exhaust Gas Recirculation Circuit Range/Performance
1457,generic,P0405,Exhaust Gas Recirculation Sensor A Circuit Low
1458,generic,P0406,Exhaust Gas Recirculation Sensor A Circuit High
1459,generic,P0407,Exhaust Gas Recirculation Sensor B Circuit Low
1460,generic,P0408,Exhaust Gas Recirculation Sensor B Circuit High
1461,generic,P0410,Secondary Air Injection System Malfunction
1462,generic,P0411,Secondary Air Injection System Incorrect Flow Detected
1463,generic,P0412,Secondary Air Injection System Switching Valve A Circuit Malfunction
1464,generic,P0413,Secondary Air Injection System Switching Valve A Circuit Open
1465,generic,P0414,Secondary Air Injection System Switching Valve A Circuit Shorted
1466,generic,P0415,Secondary Air Injection System Switching Valve B Circuit Malfunction
1467,generic,P0416,Secondary Air Injection System Switching Valve B Circuit Open
1468,generic,P0417,Secondary Air Injection System Switching Valve B Circuit Shorted
1469,generic,P0418,"Secondary Air Injection System Relay ‘A"" Circuit Malfunction"
1470,generic,P0419,"Secondary Air Injection System Relay ""B’ Circuit Malfunction"
1471,generic,P0420,Catalyst System Efficiency Below Threshold (Bank 1)
1472,generic,P0421,Warm Up Catalyst Efficiency Below Threshold (Bank 1)
1473,generic,P0422,Main Catalyst Efficiency Below Threshold (Bank 1)
1474,generic,P0423,Heated Catalyst Efficiency Below Threshold (Bank 1)
1475,generic,P0424,Heated Catalyst Temperature Below Threshold (Bank 1)
1476,generic,P0430,Catalyst System Efficiency Below Threshold (Bank 2)
1477,generic,P0431,Warm Up Catalyst Efficiency Below Threshold (Bank 2)
1478,generic,P0432,Main Catalyst Efficiency Below Threshold (Bank 2)
1479,generic,P0433,Heated Catalyst Efficiency Below Threshold (Bank 2)
1480,generic,P0434,Heated Catalyst Temperature Below Threshold (Bank 2)
1481,generic,P0440,Evaporative Emission Control System Malfunction
1482,generic,P0441,Evaporative Emission Control System Incorrect Purge Flow
1483,generic,P0442,Evaporative Emission Control System Leak Detected (small leak)
1484,generic,P0443,Evaporative Emission Control System Purge Control Valve Circuit
1485,generic,P0444,Evaporative Emission Control System Purge Control Valve Circuit
1486,generic,P0445,Evaporative Emission Control System Purge Control Valve Circuit Shorted
1487,generic,P0446,Evaporative Emission Control System Vent Control Circuit Malfunction
1488,generic,P0447,Evaporative Emission Control System Vent Control Circuit Open
1489,generic,P0448,Evaporative Emission Control System Vent Control Circuit Shorted
1490,generic,P0449,Evaporative Emission Control System Vent Valve/Solenoid Circuit Malfunction
1491,generic,P0450,Evaporative Emission Control System Pressure Sensor Malfunction
1492,generic,P0451,Evaporative Emission Control System Pressure Sensor Range/Performance
1493,generic,P0452,Evaporative Emission Control System Pressure Sensor Low Input
1494,generic,P0453,Evaporative Emission Control System Pressure Sensor High Input
1495,generic,P0454,Evaporative Emission Control System Pressure Sensor Intermittent
1496,generic,P0455,Evaporative Emission Control System Leak Detected (gross leak)
1497,generic,P0460,Fuel Level Sensor Circuit Malfunction
1498,generic,P0461,Fuel Level Sensor Circuit Range/Performance
1499,generic,P0462,Fuel Level Sensor Circuit Low Input
1500,generic,P0463,Fuel Level Sensor Circuit High Input
1501,generic,P0464,Fuel Level Sensor Circuit Intermittent
1502,generic,P0465,Purge Flow Sensor Circuit Malfunction
1503,generic,P0466,Purge Flow Sensor Circuit Range/Performance
1504,generic,P0467,Purge Flow Sensor Circuit Low Input
1505,generic,P0468,Purge Flow Sensor Circuit High Input
1506,generic,P0469,Purge Flow Sensor Circuit Intermittent
1507,generic,P0470,Exhaust Pressure Sensor Malfunction
1508,generic,P0471,Exhaust Pressure Sensor Range/Performance
1509,generic,P0472,Exhaust Pressure Sensor Low
1510,generic,P0473,Exhaust Pressure Sensor High
1511,generic,P0474,Exhaust Pressure Sensor Intermittent
1512,generic,P0475,Exhaust Pressure Control Valve Malfunction
1513,generic,P0476,Exhaust Pressure Control Valve Range/Performance
1514,generic,P0477,Exhaust Pressure Control Valve Low
1515,generic,P0478,Exhaust Pressure Control Valve High
1516,generic,P0479,Exhaust Pressure Control Valve Intermittent
1517,generic,P0480,Cooling Fan I Control Circuit Malfunction
1518,generic,P0481,Cooling Fan 2 Control Circuit Malfunction
1519,generic,P0482,Cooling Fan 3 Control Circuit Malfunction
1520,generic,P0483,Cooling Fan Rationality Check Malfunction
1521,generic,P0484,Cooling Fan Circuit Over Current
1522,generic,P0485,Cooling Fan Power/Ground Circuit Malfunction
1523,generic,P0500,Vehicle Speed Sensor Malfunction
1524,generic,P0501,Vehicle Speed Sensor Range/Performance
1525,generic,P0502,Vehicle Speed Sensor Low Input
1526,generic,P0503,Vehicle Speed Sensor Intermittent/Erratic/High
1527,generic,P0505,Idle Control System Malfunction
1528,generic,P0506,Idle Control System RPM Lower Than Expected
1529,generic,P0507,Idle Control System RPM Higher Than Expected
1530,generic,P0510,Closed Throttle Position Switch Malfunction
1531,generic,P0520,Engine Oil Pressure Sensor/Switch Circuit Malfunction
1532,generic,P0521,Engine Oil Pressure Sensor/Switch Circuit Range/Performance
1533,generic,P0522,Engine Oil Pressure Sensor/Switch Circuit Low Voltage
1534,generic,P0523,Engine Oil Pressure Sensor/Switch Circuit High Voltage
1535,generic,P0530,A/C Refrigerant Pressure Sensor Circuit Malfunction
1536,generic,P0531,A/C Refrigerant Pressure Sensor Circuit Range/Performance
1537,generic,P0532,A/C Refrigerant Pressure Sensor Circuit Low Input
1538,generic,P0533,A/C Refrigerant Pressure Sensor Circuit High Input
1539,generic,P0534,Air Conditioner Refrigerant Charge Loss
1540,generic,P0550,Power Steering Pressure Sensor Circuit Malfunction
1541,generic,P0551,Power Steering Pressure Sensor Circuit Range/Performance
1542,generic,P0552,Power Steering Pressure Sensor Circuit Low Input
1543,generic,P0553,Power Steering Pressure Sensor Circuit High Input
1544,generic,P0554,Power Steering Pressure Sensor Circuit Intermittent
1545,generic,P0560,System Voltage Malfunction
1546,generic,P0561,System Voltage Unstable
1547,generic,P0562,System Voltage Low
1548,generic,P0563,System Voltage High
1549,generic,P0565,Cruise Control On Signal Malfunction
1550,generic,P0566,Cruise Control Off Signal Malfunction
1551,generic,P0567,Cruise Control Resume Signal Malfunction
1552,generic,P0568,Cruise Control Set Signal Malfunction
